,flag
檢疫中心送院，與第 #1632 及 #1900 宗個案,nt
檢疫中心送院，與第 #1632 及 #1899 宗個案,nt
 7 月 18 日出現症狀，由檢疫中心送院，與第 #1533 宗個案,nt
外遊紀錄， 7 月 14 日出現症狀。,nz
彩雲邨大快活任職清潔工人，無外遊紀錄， 7 月 18 日出現症狀。,nt
紀錄， 7 月 14 日出現症狀。,nz
紀錄， 7 月 17 日出現症狀。,nz
賽馬會健怡,nr
顧員，,nr
為 7 月 15 日，並,nr
 7 月 17 日,nz
東華三院,nt
朗逸居,LOC
測試後,nr
陽性，沒有病徵。她與第 #1691 宗個案有流行病學關連。,nz
善心醫務中心工作，曾為第 #1787 宗個案,nt
診治,PER
遊紀錄，7 月 18 日出現症狀。,nz
潛伏期內,nr
南韓，,nr
哈薩克抵港，,nz
 7 月 16 日出現症狀，與第 #1838 宗個案,nt
經菲律賓抵港。,nz
埃塞俄比亞抵港，7 月 13 日出現症狀。,nz
外遊紀錄， 7 月 18 日出現症狀，與第 #1779 及 #1917 宗個案,nz
外遊紀錄， 7 月 18 日出現症狀，與第 #1779 及 #1916 宗個案,nz
外遊紀錄，7 月 10 日出現症狀。,nz
外遊紀錄，7 月 9 日出現症狀，與第 #1806 宗個案,nz
外遊紀錄，7 月 14 日出現症狀，與第 #1770 及 #1730 宗個案,nz
外遊紀錄，7 月 18 日出現症狀，與第 #1742、#1672 及 #1705 宗個案,nz
外遊紀錄，7 月 15 日出現症狀，與第 #1707 宗個案,nz
外遊紀錄，7 月 17 日出現症狀。,nz
外遊紀錄，7 月 13 日出現症狀。,nz
深水埗麻雀館工作，無外遊紀錄，7 月 16 日出現症狀，與第 #1937 宗個案,nt
外遊紀錄，7 月 16 日出現症狀，與第 #1657、#1658 及 #1717 宗個案,nz
外遊紀錄，7 月 15 日出現症狀。,nz
外遊紀錄，7 月 18 日出現症狀。,nz
外遊紀錄，7 月 16 日出現症狀，與第 #1748 及 #1769 宗個案,nz
外遊紀錄，7 月 17 日出現症狀，與第 #1647 宗個案,nz
外遊紀錄，7 月 10 日出現症狀，與第 #1935 宗個案,nz
外遊紀錄，沒有病徵，與第 #1934 宗個案,nz
外遊記錄，7 月 18 日出現症狀，與第 #1926 宗個案,nz
經卡塔爾抵港。,nz
記錄， 7 月 11 日出現症狀，與第 #1750 宗個案,nz
記錄， 7 月 13 日出現症狀。,nz
外遊記錄，7 月 19 日出現症狀。,nz
外遊記錄，7 月 18 日出現症狀，與第 #1691 宗個案,nz
外遊記錄，7 月 19 日出現症狀，與第 #1887 宗個案,nz
外遊記錄，7 月 18 日出現症狀。,nz
無外遊記錄，7 月 14 日出現症狀，與第 #1863 宗個案,nz
無外遊記錄，7 月 15 日出現症狀，與第 #1739 宗個案,nz
外遊記錄，7 月 13 日出現症狀，與第 #1770 宗個案,nz
外遊記錄，7 月 17 日出現症,nz
16 日,m
律敦治,PER
鄧肇堅醫院,nt
日間腸鏡檢查，並,nz
記錄， 7 月 12 日出現症狀。,nz
記錄， 7 月 15 日出現症狀，與第#1779 宗個案,nz
檢疫中心送院，與第 #1303 宗個案,nt
亞洲國際博覽館送院。患者無外遊記錄，7 月 18 日出現症狀，與第 #1721 及 #1928 宗個案,nt
遊記錄，7 月 19 日出現症狀，由檢疫中心送院，與第 #1722 宗個案,nt
外遊紀錄，7 月 14 日出現症狀，,nz
稻香慶回歸活動。,nz
記錄， 7 月 19 日出現症狀，與第 #1760 宗個案,nz
外遊紀錄，7 月 17 日出現咳嗽症狀。,nz
陪,v
診員，,nr
天,n
陪同,v
 1 至 ,nr
老人院,n
潛服其間,v
約 ,v
7 名,m
記錄， 7 月 18 日出現症狀，與第 #1787 宗個案,nz
記錄， 7 月 18 日出現症狀，與第 #1691 及 #1943 宗個案,nz
外遊紀錄，7 月 18 日出現症狀，與第 #1949 宗個案,nz
外遊記錄， 7 月 19 日出現症狀，與第 #1878 及 #1987 宗個案,nz
外遊紀錄，7 月 15 日出現症狀，,nz
 7 月 6 日出現症狀，與第 #1906 宗個案,nz
 7 月 18 日出現症狀，與第 #1671 及 #1804 宗個案,nz
 7 月 18 日出現症狀，與第 #1897 宗個案,nz
 7 月 19 日出現症狀，與第 #1812 宗個案,nz
外遊紀錄，7 月 11 日出現症狀。,nz
遊記錄，7 月 19 日出現症狀，由檢疫中心,nt
院，與第與第 #1820、#1838、#1912、#1929 及 #1985 宗個案,nz
院，與第 #1820、#1838、#1912、#1929 及 #1984 宗個案,nz
美國抵港，7 月 14 日出現症狀，,nz
亞洲國際博覽館送院。患者無外遊記錄，7 月 19 日出現症狀，與第 #1878 及 #1977 宗個案,nt
外遊紀錄，7 月 17 日出現症狀，,nz
中央,n
廣場富臨,nr
大型,a
生日,n
，與第 #1739、#1952,nz
外遊紀錄，7 月 17 日出現症狀。與第 #1635、#1738、#1747、#1831 及 #1889 宗個案,nz
外遊紀錄，7 月 18 日出現症狀，,nz
，與第 #1739 、 #1952 、 #1988 及 #1998 宗個案,nz
外遊紀錄，沒有病徵，與第 #1867、#1882 及 #1995 宗個案,nz
外遊紀錄，沒有病徵，與第 #1867 、#1882 及 #1994 宗個案,nz
外遊紀錄，7 月 18 日出現症狀，與第 #1903 宗個案,nz
外遊紀錄，7 月 15 日出現症狀，與第 #1907 宗個案,nz
，與第 #1739、#1952、#1988 及 #1993 宗個案,nz
檢疫中心送院，與第 #1440 宗個案,nt
外遊紀錄，7 月 17 日出現症狀，與第 #1783 宗個案,nz
檢疫中心送院，與第 #1540 宗個案,nt
外遊紀錄，7 月 17 日出現症狀，與第 #1956 宗個案,nz
外遊紀錄，7 月 19 日出現症狀，與第 #1774 宗個案,nz
檢疫中心送院，為第 #1774 宗個案,nt
外遊紀錄，7 月 12 日出現症狀，與第 #1947 宗個案,nz
無外遊紀錄，,nr
徵，與第 #1647 宗個案,nz
外遊紀錄，7 月 16 日出現症狀，,nz
屯門中央廣場富臨酒家。,nt
菲律賓抵港，7 月 21 日出現症狀，,nz
亞洲博覽館送院。患者為貨機工作人員，,nt
外遊紀錄，7 月 16 日出現症狀，患者與第 #1665 宗個案,nz
荷里,LOC
活,v
百老匯,n
助教,n
，任,v
保良局金銀業貿易場張凝文學校，無外遊紀錄，7 月 16 日出現症狀。患者無外遊紀錄，7 月 14 日出現症狀。患者無外遊紀錄，7 月 13 日出現症狀。患者為聖保祿醫院電子診斷中心服務助理，無外遊記錄，沒有病徵。( 7 月 23 日衞生署,nt
非護士,n
為教師，,nz
任教,v
聖嘉勒女書院，無外遊記錄， 7 月 16 日出現症狀。( 7 月 23 日衞生署記者會更正參與慶回歸活動為 #2036 宗個案,nt
外遊紀錄，7 月 17 日出現症狀，與第 #2009 宗個案,nz
銅鑼灣視安眼科中心,nt
外遊紀錄，沒有病徵，與第 #1435 宗個案,nz
外遊紀錄，7 月 14 日出現症狀。,nz
百匯軒任職樓侍應。患者無外遊紀錄，7 月 17 日出現症狀，與第 #1652 、#1725 、 #1820 宗個案,nt
關連，曾參與旺角雅蘭中心稻香慶回歸活動。(7 月 23 日衞生署,nt
慶回歸活動 ,nz
外遊紀錄，7 月 20 日出現症狀，與第 #1924 宗個案,nz
為律師，據探訪記錄,nz
 7 月 3 日,nz
 4 日公務探訪赤柱監獄兩,nz
還,v
押,v
囚人士,n
 7 月11 日公務探訪荔枝角,nz
收押,v
囚,v
外遊紀錄，7 月 16 日出現症狀，與第 #1846 宗個案,nt
外遊紀錄，7 月 19 日出現症狀。,nz
外遊紀錄，7 月 19 日出現症狀，與第 #1839 宗個案,nz
美國抵港，抵港後,nt
家居檢疫，7 月 17 日出現症狀。,nz
大圍隆亨邨,LOC
救世軍隆亨長者之家任職清潔工，與,nz
外遊紀錄，7 月 18 日出現症狀，7 月 13 日曾與第 #1975、#2072 及 #2077 宗個案,nz
旺角,LOC
稻香,n
檢疫中心送院，與第 #1583 及 #1726  宗個案,nt
外遊紀錄，7 月 19 日出現症狀，與第 #1926 及 #1950  宗個案,nz
院，與第 #1926、#1950 及 #2056  宗個案,nz
外遊紀錄，7 月 17 日出現症狀。患者為飛機工作人員，由哈薩克抵港。患者無外遊紀錄，7 月 17 日出現症狀，曾參與旺角雅蘭中心稻香慶回歸活動，與第 #1632 宗個案,nt
曾與東區尤德,nr
素醫院 E8 ,nt
。與第 #1993 宗個案,nz
外遊紀錄，7 月 20 日出現症狀，與第 #1941 宗個案,nz
外遊紀錄，7 月 17 日出現症狀，與第 #1983 宗個案,nz
外遊紀錄，7 月 17 日出現症狀，與第 #1707 宗個案,nz
外遊紀錄，7 月 19 日出現症狀，與第 #1947 宗個案,nz
外遊紀錄，7 月 20 日出現症狀，與第 #2007 宗個案,nz
外遊紀錄，7 月 19 日出現症狀，7 月 13 日曾與第 #1975、#2053 及 #2077 宗個案,nz
北區醫院物理治療部覆診，,nt
約 30 分鐘，,nz
全程,n
外遊紀錄，7 月 14 日出現症狀，與第 #1983 宗個案,nz
外遊紀錄，7 月 18 日出現症狀，由檢疫中心,nt
院，與第 #1519 、 #1551 、 #1552 及 #1628 宗個案,nz
外遊紀錄，7 月 19 日出現症狀，7 月 13 日曾與第 #1975、#2053 及 #2072 宗個案,nz
外遊紀錄，7 月 19 日出現症狀，與第 #2048 宗個案,nz
港，7 月 18 日出現症狀，由檢疫中心送院，與第 #1840 及 #2082 宗個案,nt
港，7 月 20 日出現症狀，由檢疫中心送院，與第 #1840 及 #2081 宗個案,nt
外遊紀錄，7 月 15 日出現症狀，與第 #1739 、 #1743 、 #1993 及 #1998 宗個案,nz
百匯軒。患者無外遊紀錄，7 月 17 日出現症狀，為東涌諾富特東薈城酒店職員，與第 #1879 宗個案,nt
旺角雅蘭中心稻香慶回歸活動。,nt
旺角維景酒店海港酒家，7 月 15 日出現症狀。,nt
曾與第 #1563 宗個案,nz
間確診。,nz
外遊紀錄，7 月 19 日出現症狀，與第 #1710 宗個案,nz
港。患者無外遊紀錄，7 月 17 日出現症狀，由檢疫中心送院，與第 #2086 宗個案,nt
外遊紀錄，7 月 17 日出現症狀，與第 #1779 宗個案,nz
灣學,v
園,n
幼稚,a
園。,n
外遊紀錄，7 月 3 日出現症狀。,nz
外遊紀錄，7 月 9 日出現症狀。,nz
外遊紀錄，7 月 16 日出現症狀。患者無外遊紀錄，7 月 15 日出現症狀。患者為 11 月大嬰兒，無外遊紀錄，7 月 19 日出現症狀，與第 #1723 及 #1760 宗個案,nt
中環石板街酒店任職廚師，7 月 20 日出現症狀，與第 #2110 宗個案,nt
外遊紀錄，7 月 20 日出現症狀，與第 #2109 宗個案,nz
外遊紀錄，7 月 20 日出現症狀。,nz
外遊紀錄，7 月 13 日出現症狀，,nz
伊利沙伯醫院內科,ORG
慈雲山中心森美奧廚房工作，無外遊紀錄，沒有病徵。,nt
髮型,a
，無外遊紀錄，7 月 8 日出現症狀。,nz
尚然堂,ORG
，無外遊紀錄，7 月 13 日出現症狀。,nz
，無外遊紀錄，7 月 14 日出現症狀。,nz
檢疫中心送院，7 月 16 日出現症狀，與第 #1702 宗個案,nt
檢疫中心送院，與第 #1716 及 #1777 宗個案,nt
檢疫中心送院，與第 #1689 宗個案,nt
外遊紀錄，7 月 21 日出現症狀，與第 #1747 宗個案,nz
外遊紀錄，7 月 8 日出現症狀，與第 #1584 宗個案,nz
彩輝邨屋邨管理處任職女保安員，負責,nt
接聽,v
電話,n
保安室,n
監察保安系統，,nz
一般,ad
外遊記錄。7 月 19 日出現症,nz
為 7 月 22 日。,nz
外遊紀錄，7 月 17 日出現症狀，與第 #2174 宗個案,nz
外遊紀錄，7 月 21 日出現症狀。,nz
外遊紀錄，7 月 17 日出現症狀，與第 #2024 宗個案,nz
為的士司機，無外遊紀錄，經運輸,nr
房屋局派發樣本瓶檢測確診，7 月 11 日出現症狀。患者無外遊紀錄，7 月 16 日出現症狀，與第 #1955 宗個案,nt
柴灣印刷公司工作，與第 #1988 宗個案,nt
外遊紀錄，7 月 18 日出現症狀，與第 #2158、#2181 及 #2188 宗個案,nz
從事食品加工員工，無外遊紀錄，7 月 18 日出現症狀。患者無外遊紀錄，7 月 16 日出現症狀。,nt
稻香慶回歸活動，無外遊紀錄，7 月 19 日出現症狀。,nz
外遊紀錄，7 月 18 日出現症狀，與第 #2176 及 #2177 個案,nz
外遊紀錄，沒有病徵，與第 #2005 宗個案,nz
外遊紀錄，7 月 21 日出現症狀，與第 #2145 宗個案,nz
旺角稻香，無外遊紀錄，7 月 19 日出現症狀，與第 #1751 宗個案,nt
慈雲山中心食食肆，無外遊紀錄，7 月 17 日出現症狀。,nt
慈雲山中心食食肆，無外遊紀錄，7 月 19 日出現症狀。,nt
外遊記錄，7 月 19 日出現症狀，7 月 20 日,nz
政府,n
為警長，駐守財富調查組,nr
灣仔總部,nr
進行與公眾接觸,nz
為 7 月 20 日。,nz
徴，,nr
德福,n
麥當勞，,nr
 第 #1739 宗個案,nz
外遊紀錄，沒有病徵，與第 #1887 及 #1946 宗個案,nz
外遊紀錄，7 月 20 日出現症狀，與第 #1905 宗個案,nz
從事資訊科技行業，於長沙灣工業大廈工作，無外遊紀錄，7 月 18 日出現症狀，與第 #2018 及 #2223 宗個案,nt
外遊紀錄，7 月 14 日出現症狀，與第 #2083 宗個案,nz
外遊紀錄，7 月 19 日出現症狀，與第 #2024 宗個案,nz
外遊紀錄，7 月 12 日出現症狀，與第 #2138 宗個案,nz
外遊紀錄，7 月 18 日出現症狀，與第 #2154 及 #2177 宗個案,nz
外遊記錄，7 月 19 出現症,nz
翠林花園翠林茶餐廳工作，與第 #2154  及 #2177 宗個案,nz
外遊記錄，7 月 18 日出現症,nz
東華三院馮黃鳳亭,nt
為 7 月 17 日，,nz
外遊紀錄，7 月 19 日出現症,nz
為孕婦，無外遊記錄，7 月 18 出現症狀，與第 #2188 及 #2145 宗個案,nz
外遊記錄，7 月 21 出現症狀，與第 #1617 、#1653 、#1895 、#1892 及 #1893 宗個案,nz
外遊紀錄，7 月 21 日出現症狀，與第 #2088 宗個案,nz
外遊紀錄，7 月 25 日出現症狀。,nz
薀莎餐廳，無外遊紀錄，7 月 13 日出現症狀。,nz
外遊紀錄，7 月 17 日出現症狀，與第 #2081 及 #2145 宗個案,nz
稻香慶回歸活動，無外遊紀錄，沒有病徵。,nz
外遊紀錄，7 月 20 日出現症狀，與第 #1965 宗個案,nz
外遊紀錄，7 月 20 日出現症狀，與第 #1942 宗個案,nz
為金鐘太古,nr
 KOKOMI ,nr
外遊紀錄，7 月 19 日出現症狀，與第 #2106 宗個案,nz
手作,n
工夫,n
茶,n
，無外遊紀錄，7 月 18 日出現症狀。,nz
外遊紀錄，7 月 21 日出現症狀，與第 #2016 宗個案,nz
外遊紀錄，7 月 16 日出現症狀，與第 #2016 宗個案,nz
外遊紀錄，7 月 19 日出現症狀，與第 #1918 宗個案,nz
外遊紀錄，7 月 14 日出現症,nz
為貨櫃司機，,nr
青馬管制區工作，經運輸及房屋局派發樣本瓶檢測確診，沒有病徵。患者為飛機工作人員，經,nt
外遊紀錄，7 月 22 日出現症狀，與第 #1944 、 #2211 及 #2214 宗個案,nz
柴灣工作，與第 #1878 宗個案,nz
外遊紀錄，沒有病徵，與第 #1795 宗個案,nz
外遊紀錄，7 月 21 日出現症狀，與第 #1944 、#2210 及 #2211宗個案,nz
亞洲國際博物館送院,nt
外遊紀錄，7 月 22 日出現症狀。,nz
外遊紀錄，7 月 21 日出現症狀，與第 #2169 宗個案,nz
救世軍隆亨長者之家任職廚師，與,nz
外遊紀錄，7 月 20 日出現症狀，與第 #1759 宗個案,nz
大角咀,LOC
晴苑泰國菜任職侍應，無外遊紀錄，7 月 17 日出現症狀，與第 #2245 宗個案,nt
 Market Place by Jasons 任職，,nz
整理,v
貨物，7 月 18 日,nz
停止,v
慈雲山中心一菜攤工作，無外遊紀錄，沒有病徵。忠者無外遊紀錄，沒有病徵，與第 #1953 宗個案,nt
聖德肋撒醫院工作，為內窺鏡工作人員，與第 #1803 宗個案,nt
伊利沙伯醫院 A6 病房,nt
外遊紀錄，沒有病徵，與第 #1876 宗個案,nz
外遊紀錄，沒有病徵，,nz
院，與第 #1770 、 #1838 、#1841 、 #1842 、 #1862 、 #1912 、 #1920 、1923 、 #1933  及 #1954 宗個案,nz
外遊紀錄，7 月 17 日出現症,nz
菲律賓抵港。,nz
港，由富豪東方酒店,nt
外遊紀錄，7 月 15 日出現症,nz
康和護老中心黃金分院,nt
職照,n
顧員。,nr
外遊紀錄，7 月 16 日出現症狀，與第 #1450 及 #1458 宗個案,nz
外遊紀錄，7 月 16 日出現症狀，與第 #2061 宗個案,nz
外遊紀錄，7 月 20 日出現症狀，與第 #2107 宗個案,nz
旺角稻香慶回歸活動，與第 #1707 宗個案,nz
為下葵涌仁濟醫院—香港浸會大學中醫診所暨教研中心（葵青區）,nt
登記處支援服務助理，與第 #2262 宗個案,nz
外遊紀錄，7 月 20 日出現症狀，為下葵涌仁濟醫院—香港浸會大學中醫診所暨教研中心（葵青區）,nt
登記處支援服務助理，與第 #2261 宗個案,nz
為警員，隸屬新界南警區,nr
交通部,ORG
點為機場,nr
東涌，無外遊紀錄，7 月 21 日出現症狀，,nz
海鮮攤檔工作，無外遊紀錄，7 月 20 日出現症狀。患者無外遊紀錄，7 月 14 日出現症狀。患者無外遊紀錄，7 月 20 日出現症狀，與第 #1951 宗個案,nt
外遊紀錄，7 月 18 日出現症,nz
外遊紀錄，7 月 20 日出現症狀，與第 #2191 及 #2271 宗個案,nz
外遊紀錄，7 月 20 日出現症狀，與第 #1962、#1721 及 #1928 宗個案,nz
旺角稻香慶回歸活動。,nz
外遊紀錄，7 月 20 日出現症狀，與第 #2100 宗個案,nz
外遊紀錄，沒有病徵，與第 #1965 宗個案,nz
外遊紀錄，7 月 20 日出現症狀，與第 #1445 及 #2279 宗個案,nz
外遊紀錄，沒有病徵，與第 #1445 及 #2278 宗個案,nz
屯門富臨酒家。,nz
海鮮燒鵝專門店工作，無外遊紀錄，7 月 18 日出現症狀。患者無外遊紀錄，7 月 21 日出現症狀，與第 #1877 宗個案,nt
外遊紀錄，7 月 20 日出現症狀，與第 #2078 宗個案,nz
外遊紀錄，7 月 15 日出現症狀，與第 #2335 及 #2287 宗個案,nz
外遊紀錄，7 月 20 日出現症狀，與第 #2335 及 #2286 宗個案,nz
外遊紀錄，7 月 21 日出現症狀，與第 #2144 宗個案,nz
外遊紀錄，7 月 20 日出現症狀，與第 #2054 宗個案,nz
外遊紀錄，7 月 19 日出現症狀，與第 #2128 及 #2293 宗個案,nz
外遊紀錄，7 月 21 日出現症狀，與第 #2128 及 #2292 宗個案,nz
外遊紀錄，7 月 20 日出現症狀，與第 #2058 及 #2297 宗個案,nz
外遊紀錄，7 月 20 日出現症狀，與第 #2058 及 #2296 宗個案,nz
外遊紀錄，7 月 22 日出現症狀，與第 #2253 宗個案,nz
外遊紀錄，7 月 21 日出現症狀，與第 #2109、#2110 及 #2143 宗個案,nz
外遊紀錄，7 月 20 日出現症狀，與第 #2080 及 #2048 宗個案,nz
外遊紀錄，7 月 22 日出現症狀，與第 #2052 宗個案,nz
為大圍,nr
隆亨邨救世軍隆亨長者之家院友，無外遊紀錄，7 月 22 日出現症狀，與第 #2052 宗個案,nt
關連。。,nz
外遊紀錄，7 月 21 日出現症,nz
外遊紀錄，7 月 18 日出現症狀，與 4,nz
屯門富臨酒家用膳。患者無外遊紀錄，7 月 17 日出現症狀。患者為消防員，駐守長洲滅火輪消防局,nt
外遊紀錄，7 月 21 日出現症狀，與第 #2180 及 #2306 宗個案,nz
外遊紀錄，7 月 22 日出現症狀，與第 #1989 宗個案,nz
紅磡街市,LOC
乾貨攤檔工作，無外遊紀錄，7 月 16 日出現症,nz
，7 月 23 日出現症狀。,nz
埃塞餓比亞抵港，為,nz
確診機師,nr
緊密接觸者，7 月 23 日出現症狀，,nz
外遊紀錄，7 月 22 日出現症狀，與第 #1765 宗個案,nz
外遊紀錄，7 月 21 日出現症狀，與第 #1792 宗個案,nz
關連動。,nz
外遊紀錄，7 月 22 日出現症狀，與第 #1997 宗個案,nz
外遊紀錄，7 月 22 日出現症狀，與第 #1918 宗個案,nz
外遊紀錄，7 月 17 日出現症狀，與第 #1906 宗個案,nz
屯門容龍海鮮酒家任職侍應，無外遊記錄，7 月 18 日出現症狀，與第 #2286 ,nt
 #2287 宗個案,nz
外遊紀錄，沒有病徵，與第 #1663 宗個案,nz
任職清潔工，無外遊紀錄，7 月 22 日出現症狀。患者無外遊紀錄，7 月 18 日出現症狀，與第 #2313 宗個案,nt
